club,name,position,age,overall,nationality,image
Leeds United,S. McKinstry,MD ME MEI,19,61,Scotland,/251/314/23_60.png
Leeds United,S. Perkins,MEI ATA,18,61,England,/266/074/23_60.png
Leeds United,J. Jenkins,VOL MC,20,61,England,/247/349/23_60.png
Leeds United,Mateo Joseph,ATA,18,61,Spain,/270/206/23_60.png
Leeds United,D. Gyabi,MC,18,59,England,/270/209/23_60.png
West Ham,D. Rice,VOL,23,84,England,/234/378/23_60.png
West Ham,Lucas Paquetá,MEI MC,24,82,Brazil,/233/927/23_60.png
West Ham,Ł. Fabiański,GOL,37,81,Poland,/164/835/23_60.png
West Ham,T. Souček,VOL MC,27,81,Czech Republic,/236/792/23_60.png
West Ham,A. Areola,GOL,29,81,France,/193/105/23_60.png
West Ham,G. Scamacca,ATA,23,80,Italy,/226/710/23_60.png
West Ham,K. Zouma,ZAG,27,80,France,/204/311/23_60.png
West Ham,J. Bowen,MD,25,80,England,/224/371/23_60.png
West Ham,N. Aguerd,ZAG,26,80,Morocco,/244/749/23_60.png
West Ham,Pablo Fornals,MEI ME,26,79,Spain,/226/456/23_60.png
West Ham,V. Coufal,LD,29,79,Czech Republic,/244/470/23_60.png
West Ham,M. Antonio,ATA,32,79,Jamaica,/190/717/23_60.png
West Ham,M. Lanzini,MEI ME,29,78,Argentina,/188/988/23_60.png
West Ham,M. Cornet,ME ATA LE,25,78,Ivory Coast,/215/798/23_60.png
West Ham,A. Ogbonna,ZAG,34,78,Italy,/183/855/23_60.png
West Ham,S. Benrahma,ME MEI,26,78,Algeria,/220/621/23_60.png
West Ham,A. Cresswell,LE ZAG,32,78,England,/189/615/23_60.png
West Ham,C. Dawson,ZAG,32,78,England,/194/806/23_60.png
West Ham,N. Vlašić,ATA ME MEI,24,78,Croatia,/241/095/23_60.png
West Ham,Emerson,LE,27,77,Italy,/210/736/23_60.png
West Ham,T. Kehrer,ZAG LD,25,76,Germany,/226/229/23_60.png
West Ham,A. Masuaku,LE LE,28,75,Democratic Republic Congo,/212/491/23_60.png
West Ham,B. Johnson,LD LE ZAG,22,74,England,/241/842/23_60.png
West Ham,D. Randolph,GOL,35,72,Ireland,/169/697/23_60.png
West Ham,F. Downes,VOL MC,23,71,England,/240/097/23_60.png
West Ham,C. Coventry,MC VOL,22,66,Ireland,/240/863/23_60.png
West Ham,J. Anang,GOL,22,64,England,/244/191/23_60.png
West Ham,A. Okoflex,ME ATA,20,62,Ireland,/253/729/23_60.png
West Ham,H. Ashby,LD LD,20,62,Scotland,/258/805/23_60.png
West Ham,A. Odubeko,ATA,19,61,Ireland,/258/515/23_60.png
West Ham,E. Longelo,LE LE,21,60,England,/256/216/23_60.png
West Ham,P. Ekwah Elimby,VOL MC,20,59,France,/248/473/23_60.png
West Ham,D. Chesters,MD ME MEI,20,59,England,/264/580/23_60.png
West Ham,T. Nevers,ATA MD ME,20,58,England,/255/200/23_60.png
West Ham,J. Baptiste,ZAG LD,18,57,England,/261/640/23_60.png
West Ham,D. Mubama,ATA,17,56,England,/271/227/23_60.png
West Ham,F. Potts,VOL MC,18,56,England,/264/579/23_60.png
Newcastle,K. Trippier,LD MD,31,84,England,/186/345/23_60.png
Newcastle,Bruno Guimarães,MC VOL,24,83,Brazil,/247/851/23_60.png
Newcastle,N. Pope,GOL,30,82,England,/203/841/23_60.png
Newcastle,A. Saint-Maximin,ME PE,25,81,France,/216/388/23_60.png
Newcastle,C. Wilson,ATA,30,80,England,/196/978/23_60.png
Newcastle,S. Botman,ZAG,22,80,Netherlands,/251/809/23_60.png
Newcastle,A. Isak,ATA,22,80,Sweden,/233/731/23_60.png
Newcastle,M. Almirón,PD MD,28,79,Paraguay,/230/977/23_60.png
Newcastle,F. Schär,ZAG,30,79,Switzerland,/210/047/23_60.png
Newcastle,D. Burn,ZAG LE,30,78,England,/198/032/23_60.png
Newcastle,Joelinton,MC PE,25,77,Brazil,/223/334/23_60.png
Newcastle,M. Targett,LE,26,77,England,/218/659/23_60.png
Newcastle,J. Shelvey,MC VOL,30,76,England,/189/165/23_60.png
Newcastle,J. Willock,MC MEI,22,76,England,/237/329/23_60.png
Newcastle,S. Longstaff,MC,24,75,England,/237/161/23_60.png
Newcastle,J. Lascelles,ZAG,28,75,England,/203/487/23_60.png
Newcastle,C. Wood,ATA,30,75,New Zealand,/192/123/23_60.png
Newcastle,R. Fraser,MD ME,28,75,Scotland,/207/807/23_60.png
Newcastle,I. Hayden,VOL MC ZAG,27,75,England,/206/115/23_60.png
Newcastle,E. Krafth,LD ZAG,27,74,Sweden,/207/650/23_60.png
Newcastle,J. Murphy,MD PE,27,74,England,/206/085/23_60.png
Newcastle,K. Darlow,GOL,31,74,England,/193/331/23_60.png
Newcastle,P. Dummett,ZAG LE,30,73,Wales,/204/355/23_60.png
Newcastle,Manquillo,LD LD,28,73,Spain,/210/972/23_60.png
Newcastle,M. Ritchie,ME LE,32,73,Scotland,/186/395/23_60.png
Newcastle,L. Karius,GOL,29,72,Germany,/203/775/23_60.png
Newcastle,C. Clark,ZAG,32,72,Ireland,/183/129/23_60.png
Newcastle,J. Lewis,LE LE,24,71,Northern Ireland,/231/292/23_60.png
Newcastle,J. Hendrick,MC VOL,30,70,Ireland,/200/478/23_60.png
Newcastle,E. Anderson,MC PE,19,67,Scotland,/254/243/23_60.png
Newcastle,M. Gillespie,GOL,30,67,England,/198/039/23_60.png
Newcastle,K. Watts,ZAG,22,66,England,/244/277/23_60.png
Newcastle,M. Longstaff,MC,22,66,England,/243/828/23_60.png
Newcastle,M. Bondswell,LE,20,60,England,/261/517/23_60.png
Newcastle,A. Murphy,ZAG LE,18,60,Ireland,/270/617/23_60.png
Newcastle,J. Turner-Cooke,MC MEI MD,18,59,England,/268/910/23_60.png
Newcastle,J. White,MEI MC,19,59,England,/254/135/23_60.png
Newcastle,M. Ndiweni,ATA,18,58,England,/270/358/23_60.png
Southampton,J. Ward-Prowse,MC,27,81,England,/205/569/23_60.png
Southampton,K. Walker-Peters,LD LE,25,78,England,/227/927/23_60.png
Southampton,D. Ćaleta-Car,ZAG,25,78,Croatia,/225/263/23_60.png
Southampton,M. Salisu,ZAG,23,77,Ghana,/244/915/23_60.png
Southampton,S. Armstrong,MD MC,30,76,Scotland,/202/282/23_60.png
Southampton,C. Adams,ATA,25,76,Scotland,/226/093/23_60.png
Southampton,J. Bednarek,ZAG,26,76,Poland,/220/570/23_60.png
Southampton,M. Elyounoussi,ME MD,27,75,Norway,/203/362/23_60.png
Southampton,J. Aribo,MC MEI,25,75,Nigeria,/231/044/23_60.png
Southampton,T. Livramento,LD,19,75,England,/262/118/23_60.png
Southampton,R. Perraud,LE,24,75,France,/231/318/23_60.png
Southampton,N. Redmond,ME ATA MD,28,75,England,/198/719/23_60.png
Southampton,A. McCarthy,GOL,32,74,England,/189/324/23_60.png
Southampton,A. Bella Kotchap,ZAG,20,74,Germany,/247/497/23_60.png
Southampton,M. Djenepo,ME,24,74,Mali,/237/560/23_60.png
Southampton,J. Stephens,ZAG,28,74,England,/202/697/23_60.png
Southampton,A. Armstrong,ATA ME,25,74,England,/221/841/23_60.png
Southampton,Lyanco,ZAG,25,73,Brazil,/230/672/23_60.png
Southampton,I. Diallo,VOL MC,23,73,France,/239/452/23_60.png
Southampton,M. Lis,GOL,25,72,Poland,/232/007/23_60.png
Southampton,T. Walcott,MD,33,72,England,/164/859/23_60.png
Southampton,G. Bazunu,GOL,20,71,Ireland,/243/585/23_60.png
Southampton,N. Tella,ME ATA,22,70,England,/237/328/23_60.png
Southampton,W. Caballero,GOL,40,69,Argentina,/139/062/23_60.png
Southampton,S. Mara,ATA,19,69,France,/257/612/23_60.png
Southampton,W. Smallbone,MC MEI MD,22,67,Ireland,/237/916/23_60.png
Southampton,R. Lavia,VOL,18,66,Belgium,/263/620/23_60.png
Southampton,D. Simeu,ZAG,20,63,England,/248/469/23_60.png
Southampton,S. Edozie,ME,19,62,England,/263/953/23_60.png
Southampton,D. Nlundulu,ATA,23,62,England,/236/321/23_60.png
Southampton,Juan Larios,LE,18,60,Spain,/271/669/23_60.png
Southampton,C. Watts,MC VOL,20,60,Australia,/257/247/23_60.png
Southampton,D. Ballard,ATA,17,59,England,/271/530/23_60.png
Southampton,T. Small,LE,17,58,England,/264/421/23_60.png
Southampton,K. Chauke,MC MD,19,56,South Africa,/260/927/23_60.png
Southampton,K. Olaigbe,ME,19,55,Belgium,/268/787/23_60.png
Southampton,R. Finnigan,MC,18,55,England,/260/929/23_60.png
Southampton,L. Payne,LD,18,54,England,/268/788/23_60.png
Aston Villa,E. Martínez,GOL,29,84,Argentina,/202/811/23_60.png
Aston Villa,Diego Carlos,ZAG,29,83,Brazil,/219/693/23_60.png
Aston Villa,L. Digne,LE,28,82,France,/200/458/23_60.png
Aston Villa,Coutinho,MEI PE MC,30,81,Brazil,/189/242/23_60.png
Aston Villa,L. Bailey,PD ATA ME,24,80,Jamaica,/229/906/23_60.png
Aston Villa,B. Kamara,VOL MC,22,80,France,/236/987/23_60.png
Aston Villa,E. Buendía,MD PD MEI,25,80,Argentina,/226/162/23_60.png
Aston Villa,E. Konsa,ZAG,24,79,England,/227/678/23_60.png
Aston Villa,M. Cash,LD LD,24,79,Poland,/227/174/23_60.png
Aston Villa,D. Ings,ATA,29,79,England,/195/859/23_60.png
Aston Villa,T. Mings,ZAG,29,78,England,/212/419/23_60.png
Aston Villa,J. McGinn,MC VOL,27,78,Scotland,/210/881/23_60.png
Aston Villa,Douglas Luiz,VOL MC,24,78,Brazil,/236/499/23_60.png
Aston Villa,L. Augustinsson,LE ME LE,28,77,Sweden,/212/678/23_60.png
Aston Villa,O. Watkins,ATA PE,26,77,England,/221/697/23_60.png
Aston Villa,M. Sanson,MC,27,76,France,/210/896/23_60.png
Aston Villa,F. Guilbert,LD LD,27,76,France,/227/222/23_60.png
Aston Villa,B. Traoré,MD PD,26,76,Burkina Faso,/207/948/23_60.png
Aston Villa,C. Chambers,ZAG LD VOL,27,75,England,/205/989/23_60.png
Aston Villa,M. Nakamba,VOL MC,28,75,Zimbabwe,/222/994/23_60.png
Aston Villa,L. Dendoncker,MC,27,75,Belgium,/212/501/23_60.png
Aston Villa,J. Ramsey,MC MEI PD,21,75,England,/246/923/23_60.png
Aston Villa,R. Olsen,GOL,32,75,Sweden,/207/557/23_60.png
Aston Villa,K. Hause,ZAG,26,75,England,/210/635/23_60.png
Aston Villa,A. Young,ME LE LD,36,75,England,/152/908/23_60.png
Aston Villa,Wesley,ATA,25,73,Brazil,/232/381/23_60.png
Aston Villa,K. Davis,ATA,24,72,England,/231/743/23_60.png
Aston Villa,J. Steer,GOL,29,71,England,/192/317/23_60.png
Aston Villa,C. Archer,ATA,20,70,England,/258/930/23_60.png
Aston Villa,A. Ramsey,MEI ME,19,66,England,/266/270/23_60.png
Aston Villa,F. Azaz,MEI MC PD,21,66,Ireland,/252/066/23_60.png
Aston Villa,K. Kesler Hayden,LD LD LE,19,65,England,/261/335/23_60.png
Aston Villa,T. Iroegbunam,VOL MC,19,65,England,/266/609/23_60.png
Aston Villa,L. Barry,PE,19,63,England,/258/932/23_60.png
Aston Villa,J. Philogene,PE ME PD,20,63,England,/261/336/23_60.png
Aston Villa,I. Vassilev,MD PD PE,21,62,United States,/254/905/23_60.png
Aston Villa,T. Wright,MD ME,20,61,Ireland,/260/473/23_60.png
Aston Villa,B. Chrisene,LE LE,18,60,England,/256/556/23_60.png
Aston Villa,T. O'Reilly,MC MEI MD,18,59,Ireland,/267/849/23_60.png
Aston Villa,L. Bogarde,ZAG LE VOL,18,58,Netherlands,/264/209/23_60.png
Aston Villa,F. Marschall,GOL,19,58,England,/268/583/23_60.png
Aston Villa,J. Feeney,ZAG,17,57,England,/268/550/23_60.png
Aston Villa,O. Zych,GOL,18,57,Poland,/271/411/23_60.png
Aston Villa,S. Swinkels,ZAG,18,56,Netherlands,/264/411/23_60.png
Wolves,Rúben Neves,MC VOL,25,83,Portugal,/224/293/23_60.png
Wolves,Gonçalo Guedes,ATA PE,25,82,Portugal,/224/411/23_60.png
Wolves,José Sá,GOL,29,81,Portugal,/212/442/23_60.png
Wolves,João Moutinho,MC,35,80,Portugal,/162/347/23_60.png
Wolves,R. Jiménez,ATA,31,80,Mexico,/204/838/23_60.png
Wolves,Matheus Nunes,MC,23,79,Portugal,/253/124/23_60.png
Wolves,Nélson Semedo,LD LD,28,78,Portugal,/227/928/23_60.png
Wolves,Pedro Neto,PE PD ATA,22,78,Portugal,/238/616/23_60.png
Wolves,Daniel Podence,PE ATA MEI,26,78,Portugal,/226/766/23_60.png
Wolves,S. Kalajdžić,ATA,24,78,Austria,/239/901/23_60.png
Wolves,Adama Traoré,PD PE ATA,26,78,Spain,/213/956/23_60.png
Wolves,Hwang Hee Chan,PE ATA,26,77,South Korea,/226/380/23_60.png
Wolves,Jonny,LD LE LD,28,77,Spain,/210/455/23_60.png
Wolves,M. Kilman,ZAG,25,77,England,/245/336/23_60.png
Wolves,R. Aït Nouri,LE LE,21,76,France,/242/641/23_60.png
Wolves,Diego Costa,ATA,33,76,Spain,/179/844/23_60.png
Wolves,N. Collins,ZAG LD,21,75,Ireland,/248/484/23_60.png
Wolves,R. Giles,LE PE,22,71,England,/243/608/23_60.png
Wolves,Fábio Silva,ATA,19,71,Portugal,/252/037/23_60.png
Wolves,Toti Gomes,ZAG,23,70,Portugal,/258/607/23_60.png
Wolves,Chiquinho,PD PE,22,69,Portugal,/262/416/23_60.png
Wolves,H. Kawabe,MC MEI VOL,26,68,Japan,/232/823/23_60.png
Wolves,M. Šarkić,GOL,24,68,Montenegro,/231/028/23_60.png
Wolves,C. Ronan,MC VOL MEI,24,67,Ireland,/228/408/23_60.png
Wolves,K. Hoever,LD,20,67,Netherlands,/246/763/23_60.png
Wolves,D. Sanderson,ZAG,22,67,England,/243/612/23_60.png
Wolves,B. Traoré,MC VOL,20,66,Mali,/252/975/23_60.png
Wolves,N. Lonwijk,ZAG,19,66,Netherlands,/261/225/23_60.png
Wolves,T. Corbeanu,PD PE,20,66,Canada,/258/758/23_60.png
Wolves,B. Bolla,LD,22,65,Hungary,/263/233/23_60.png
Wolves,Jeong Sang Bin,ATA,20,64,South Korea,/260/485/23_60.png
Wolves,Y. Mosquera,ZAG,21,64,Colombia,/256/666/23_60.png
Wolves,Bruno Jordão,MC,23,62,Portugal,/240/175/23_60.png
Wolves,C. Campbell,PE ATA,19,62,Wales,/254/113/23_60.png
Wolves,T. Perry,MC,20,62,England,/244/715/23_60.png
Wolves,Hugo Bueno,LE LE,19,61,Spain,/261/224/23_60.png
Wolves,Christian Marques,ZAG,19,60,Portugal,/256/449/23_60.png
Wolves,L. Matheson,LD LD,19,59,England,/246/002/23_60.png
Wolves,J. Hodge,MC VOL,19,56,Ireland,/261/032/23_60.png
Wolves,D. Lembikisa,LD LE,18,56,Jamaica,/265/484/23_60.png
Wolves,T. Roberts,PD ATA,18,55,Jamaica,/265/496/23_60.png
Wolves,H. Birtwistle,PD LD,18,54,Singapore,/264/805/23_60.png
Wolves,J. Smith,GOL,20,54,England,/248/121/23_60.png
Wolves,O. Tipton,ZAG VOL,18,52,England,/265/527/23_60.png
Crystal Palace,W. Zaha,PE ATA,29,82,Ivory Coast,/198/717/23_60.png
Crystal Palace,Guaita,GOL,35,79,Spain,/189/690/23_60.png
Crystal Palace,M. Guéhi,ZAG,21,78,England,/241/159/23_60.png
Crystal Palace,C. Doucouré,VOL MC,22,78,Mali,/242/619/23_60.png
Crystal Palace,J. Andersen,ZAG,26,78,Denmark,/224/221/23_60.png
Crystal Palace,E. Eze,MEI MC ME,24,77,England,/235/794/23_60.png
Crystal Palace,M. Olise,PD MEI MD,20,77,France,/247/827/23_60.png
Crystal Palace,O. Edouard,ATA PE,24,76,France,/233/866/23_60.png
Crystal Palace,T. Mitchell,LE,22,76,England,/240/947/23_60.png
Crystal Palace,J. Schlupp,ME MC,29,76,Ghana,/200/759/23_60.png
Crystal Palace,J. Mateta,ATA,25,76,France,/236/461/23_60.png
Crystal Palace,J. Ayew,PD MD ATA,30,75,Ghana,/197/756/23_60.png
Crystal Palace,S. Johnstone,GOL,29,75,England,/206/075/23_60.png
Crystal Palace,J. McArthur,VOL MC,34,75,Scotland,/171/972/23_60.png
Crystal Palace,W. Hughes,MC VOL,27,74,England,/206/516/23_60.png
Crystal Palace,J. Riedewald,VOL MC,25,74,Netherlands,/221/269/23_60.png
Crystal Palace,J. Ward,LD,32,74,England,/186/392/23_60.png
Crystal Palace,C. Richards,ZAG,22,74,United States,/250/954/23_60.png
Crystal Palace,N. Clyne,LD,31,74,England,/190/456/23_60.png
Crystal Palace,L. Milivojević,VOL MC,31,74,Serbia,/206/304/23_60.png
Crystal Palace,J. Tomkins,ZAG,33,72,England,/173/546/23_60.png
Crystal Palace,J. Butland,GOL,29,72,England,/203/042/23_60.png
Crystal Palace,N. Ferguson,LE LD,21,67,England,/242/752/23_60.png
Crystal Palace,M. Ebiowei,MD,18,65,England,/267/611/23_60.png
Crystal Palace,J. Rak-Sakyi,PD,19,65,England,/264/035/23_60.png
Crystal Palace,R. Matthews,GOL,28,65,England,/203/824/23_60.png
Crystal Palace,S. Banks,MD,20,61,Scotland,/255/312/23_60.png
Crystal Palace,R. Street,ATA,20,60,England,/260/723/23_60.png
Crystal Palace,K. Phillips,MC,20,58,Ireland,/261/300/23_60.png
Crystal Palace,T. Adaramola,LE,18,58,Ireland,/267/476/23_60.png
Crystal Palace,J. Wells-Morrison,MC,18,57,England,/264/113/23_60.png
Crystal Palace,V. Akinwale,ATA,17,56,England,/271/192/23_60.png
Crystal Palace,J. Whitworth,GOL,18,53,England,/271/191/23_60.png
West Bromwich,J. Wallace,MEI PD,28,75,England,/205/970/23_60.png
West Bromwich,T. Rogić,MC MEI,29,75,Australia,/207/928/23_60.png
West Bromwich,J. Swift,MEI MC,27,74,England,/211/506/23_60.png
West Bromwich,O. Yokuşlu,VOL MC ZAG,28,74,Turkey,/205/201/23_60.png
West Bromwich,K. Grant,ATA PE PD,24,73,England,/225/668/23_60.png
West Bromwich,D. Furlong,LD LD,26,72,England,/223/877/23_60.png
West Bromwich,M. Kelly,ZAG LD,32,72,England,/184/037/23_60.png
West Bromwich,A. Mowatt,MC VOL,27,72,England,/213/798/23_60.png
West Bromwich,D. Dike,ATA,22,71,United States,/255/043/23_60.png
West Bromwich,S. Ajayi,ZAG,28,71,Nigeria,/207/952/23_60.png
West Bromwich,D. O'Shea,ZAG LD,23,71,Ireland,/235/405/23_60.png
West Bromwich,C. Townsend,LE LE ZAG,29,71,England,/203/751/23_60.png
West Bromwich,K. Bartley,ZAG,31,71,England,/186/158/23_60.png
West Bromwich,G. Diangana,ME ATA MD,24,70,England,/231/436/23_60.png
West Bromwich,J. Livermore,VOL MC,32,70,England,/189/059/23_60.png
West Bromwich,M. Phillips,PD MD,31,70,Scotland,/188/166/23_60.png
West Bromwich,A. Reach,LE PE MC,29,70,England,/204/215/23_60.png
West Bromwich,E. Pieters,LE ME,33,70,Netherlands,/178/567/23_60.png
West Bromwich,C. Kipré,ZAG,25,69,Ivory Coast,/235/458/23_60.png
West Bromwich,D. Button,GOL,33,68,England,/173/533/23_60.png
West Bromwich,K. Zohore,ATA,28,68,Denmark,/198/641/23_60.png
West Bromwich,A. Palmer,GOL,25,67,England,/223/909/23_60.png
West Bromwich,J. Molumby,MC VOL,22,67,Ireland,/236/344/23_60.png
West Bromwich,K. Bryan,ZAG,25,66,England,/220/197/23_60.png
West Bromwich,T. Gardner-Hickman,MC VOL LD,20,66,England,/263/678/23_60.png
West Bromwich,B. Thomas-Asante,PD ATA,23,65,England,/235/744/23_60.png
West Bromwich,J. Griffiths,GOL,20,65,England,/252/773/23_60.png
West Bromwich,C. Taylor,ZAG,19,64,England,/263/685/23_60.png
West Bromwich,R. Cleary,ATA,18,62,England,/271/560/23_60.png
West Bromwich,T. Fellows,PD ATA,19,59,England,/264/371/23_60.png
West Bromwich,R. Tulloch,PE ME ATA,21,59,England,/241/382/23_60.png
West Bromwich,E. Ingram,LD LD,19,57,England,/263/684/23_60.png
West Bromwich,Z. Ashworth,LE LE,19,56,England,/263/906/23_60.png
West Bromwich,R. Richards,PE PD MEI,18,56,England,/257/793/23_60.png
West Bromwich,S. Shotton,ZAG,21,53,England,/241/402/23_60.png
West Bromwich,T. Cann,GOL,21,52,England,/263/907/23_60.png
Birmingham,I. Šunjić,VOL MC,25,72,Croatia,/244/271/23_60.png
Birmingham,M. Colin,LD LD ZAG,30,71,France,/201/136/23_60.png
Birmingham,K. Bielik,VOL,24,71,Poland,/224/763/23_60.png
Birmingham,J. Ruddy,GOL,35,71,England,/163/600/23_60.png
Birmingham,J. Bacuna,MC MEI,24,70,Curacao,/226/677/23_60.png
Birmingham,T. Chong,ME MEI PD,22,70,Netherlands,/233/510/23_60.png
Birmingham,T. Deeney,ATA,34,70,England,/183/125/23_60.png
Birmingham,M. Roberts,ZAG,31,70,England,/228/829/23_60.png
Birmingham,P. Płacheta,ME,24,69,Poland,/239/439/23_60.png
Birmingham,N. Etheridge,GOL,32,69,Philippines,/193/186/23_60.png
Birmingham,J. Graham,MD LD,27,69,England,/202/799/23_60.png
Birmingham,S. Hogan,ATA,30,69,Ireland,/215/374/23_60.png
Birmingham,G. Friend,ZAG LE LE,34,67,England,/188/168/23_60.png
Birmingham,G. Gardner,MC,30,67,England,/192/320/23_60.png
Birmingham,L. Jutkiewicz,ATA,33,66,England,/176/841/23_60.png
Birmingham,H. Dean,ZAG,30,66,England,/191/079/23_60.png
Birmingham,J. Leko,ATA MD,23,64,England,/231/408/23_60.png
Birmingham,S. Cosgrove,ATA,25,63,England,/227/040/23_60.png
Birmingham,J. James,MC MEI,17,62,Wales,/265/514/23_60.png
Birmingham,N. Gordon,ZAG LD,20,60,England,/256/813/23_60.png
Birmingham,R. Stirk,VOL MC,21,60,Wales,/245/531/23_60.png
Birmingham,J. Williams,LD,19,60,England,/271/462/23_60.png
Birmingham,J. Andrews,ATA,20,59,England,/256/786/23_60.png
Birmingham,J. Bellingham,MC MEI,16,58,England,/270/964/23_60.png
Birmingham,Z. Jeacock,GOL,21,58,England,/250/865/23_60.png
Birmingham,G. Hall,MEI,17,57,England,/266/155/23_60.png
Birmingham,K. Simmonds,ATA,21,57,England,/254/324/23_60.png
Birmingham,A. Chang,VOL,19,56,England,/271/445/23_60.png
Birmingham,M. Roberts,ZAG LE,21,56,England,/251/000/23_60.png
Birmingham,T. Campbell,MC,20,51,England,/256/807/23_60.png
Blackburn,B. Brereton Díaz,ATA PE,23,75,Chile,/233/795/23_60.png
Blackburn,L. Travis,VOL MC,24,73,England,/234/319/23_60.png
Blackburn,T. Kaminski,GOL,29,73,Belgium,/188/400/23_60.png
Blackburn,D. Hyam,ZAG,26,71,Scotland,/221/281/23_60.png
Blackburn,S. Wharton,ZAG,24,71,England,/231/540/23_60.png
Blackburn,B. Dack,MEI MC,28,71,England,/211/098/23_60.png
Blackburn,J. Buckley,MEI MC,22,71,England,/242/749/23_60.png
Blackburn,R. Hedges,PD MD MEI,26,70,Wales,/218/343/23_60.png
Blackburn,T. Dolan,PD ATA,20,70,England,/257/063/23_60.png
Blackburn,S. Gallagher,ATA PD,26,70,England,/213/905/23_60.png
Blackburn,Daniel Ayala,ZAG,31,70,Spain,/194/334/23_60.png
Blackburn,H. Pickering,LE LE,23,69,England,/235/770/23_60.png
Blackburn,C. Brittain,LD LD,24,69,England,/232/185/23_60.png
Blackburn,S. Szmodics,MEI ATA PE,26,67,Ireland,/220/139/23_60.png
Blackburn,T. Edun,LE LE,24,67,England,/229/378/23_60.png
Blackburn,J. Rankin-Costello,LD LD LE,22,66,England,/238/336/23_60.png
Blackburn,H. Carter,ZAG LD,22,66,England,/242/751/23_60.png
Blackburn,C. Mola,LE ZAG,21,65,England,/246/126/23_60.png
Blackburn,A. Pears,GOL,24,65,England,/240/595/23_60.png
Blackburn,J. Garrett,VOL MC,19,63,England,/256/358/23_60.png
Blackburn,D. Butterworth,ATA MEI,22,63,England,/241/646/23_60.png
Blackburn,J. Brown,LD LD,24,62,Ireland,/261/277/23_60.png
Blackburn,D. Markanday,PD MD,20,62,England,/246/349/23_60.png
Blackburn,J. Vale,ATA PE,21,61,Wales,/243/167/23_60.png
Blackburn,A. Phillips,ZAG,17,60,England,/264/731/23_60.png
Blackburn,H. Leonard,ATA,18,59,England,/264/746/23_60.png
Blackburn,A. Wharton,MC MEI,18,59,England,/259/240/23_60.png
Blackburn,S. Barnes,ZAG,21,59,England,/248/534/23_60.png
Blackburn,J. Harlock,MC LD,19,58,England,/259/225/23_60.png
Blackburn,J. Hilton,GOL,22,57,England,/251/522/23_60.png
Bournemouth,Neto,GOL,32,81,Brazil,/194/404/23_60.png
Bournemouth,M. Senesi,ZAG,25,77,Argentina,/236/506/23_60.png
Bournemouth,P. Billing,MC MEI,26,76,Denmark,/220/714/23_60.png
Bournemouth,J. Lerma,VOL MC,27,75,Colombia,/213/991/23_60.png
Bournemouth,D. Solanke,ATA,24,75,England,/225/539/23_60.png
Bournemouth,D. Brooks,PD MD,24,75,Wales,/220/196/23_60.png
Bournemouth,R. Christie,PD MD,27,74,Scotland,/213/884/23_60.png
Bournemouth,A. Smith,LD LD LE,31,74,England,/190/885/23_60.png
Bournemouth,L. Cook,MC VOL,25,74,England,/224/294/23_60.png
Bournemouth,R. Fredericks,LD LD,29,74,England,/205/346/23_60.png
Bournemouth,J. Stacey,LD LD,26,73,England,/221/282/23_60.png
Bournemouth,L. Kelly,ZAG,23,73,England,/231/512/23_60.png
Bournemouth,M. Travers,GOL,23,73,Ireland,/232/284/23_60.png
Bournemouth,K. Moore,ATA,29,73,Wales,/216/627/23_60.png
Bournemouth,B. Pearson,VOL,27,73,England,/213/689/23_60.png
Bournemouth,M. Tavernier,MEI MC MD,23,72,England,/237/477/23_60.png
Bournemouth,J. Rothwell,MC,27,72,England,/213/693/23_60.png
Bournemouth,J. Anthony,PE ME,22,72,England,/243/669/23_60.png
Bournemouth,J. Stanislas,MD ME PD,32,71,England,/189/446/23_60.png
Bournemouth,J. Lowe,ATA PE PD,27,71,Jamaica,/211/384/23_60.png
Bournemouth,C. Mepham,ZAG,24,71,Wales,/233/201/23_60.png
Bournemouth,E. Marcondes,MEI MC,27,70,Denmark,/210/644/23_60.png
Bournemouth,J. Zemura,LE LE,22,70,Zimbabwe,/259/634/23_60.png
